     1     -1.56061428
     2     -1.55779973
     3     -1.55311239
     4     -1.54655760
     5     -1.53814283
     6     -1.52787774
     7     -1.51577410
     8     -1.50184585
     9     -1.48610911
    10     -1.46858219
    11     -1.44928557
    12     -1.42824196
    13     -1.40547633
    14     -1.38101590
    15     -1.35489022
    16     -1.32713118
    17     -1.29777311
    18     -1.26685281
    19     -1.23440964
    20     -1.20048568
    21     -1.16512577
    22     -1.12837777
    23     -1.09029264
    24     -1.05092479
    25     -1.01033229
    26     -0.96857728
    27     -0.92572638
    28     -0.88185125
    29     -0.83702930
    30     -0.79134448
    31     -0.74488839
    32     -0.69776157
    33     -0.65007519
    34     -0.60195315
    35     -0.55353476
    36     -0.50497806
    37     -0.45646418
    38     -0.40820266
    39     -0.36043833
    40     -0.31345971
    41     -0.26760930
    42     -0.22329565
    43     -0.18100658
    44     -0.14132201
    45     -0.10492270
    46     -0.07258896
    47     -0.04517993
    48     -0.02358296
    49     -0.00862688
    50     -0.00096650
    51      1.00096650
    52      1.00862688
    53      1.02358296
    54      1.04517993
    55      1.07258896
    56      1.10492270
    57      1.14132201
    58      1.18100658
    59      1.22329565
    60      1.26760930
    61      1.31345971
    62      1.36043833
    63      1.40820266
    64      1.45646418
    65      1.50497806
    66      1.55353476
    67      1.60195315
    68      1.65007519
    69      1.69776157
    70      1.74488839
    71      1.79134448
    72      1.83702930
    73      1.88185125
    74      1.92572638
    75      1.96857728
    76      2.01033229
    77      2.05092479
    78      2.09029264
    79      2.12837777
    80      2.16512577
    81      2.20048568
    82      2.23440964
    83      2.26685281
    84      2.29777311
    85      2.32713118
    86      2.35489022
    87      2.38101590
    88      2.40547633
    89      2.42824196
    90      2.44928557
    91      2.46858219
    92      2.48610911
    93      2.50184585
    94      2.51577410
    95      2.52787774
    96      2.53814283
    97      2.54655760
    98      2.55311239
    99      2.55779973
   100      2.56061428
